GROTO.ST.HRC1.QA0LLN0,LocKeyLoc,GROTO.Sel2701a.Sel2032.001.2.61,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA0LPHD,ComAlm,GROTO.Sel2701a.Sel2032.001.2.51,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA0PTRC1,Tr,GROTO.Sel2701a.Sel2032.001.2.52,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA0PTRC1,TrFlt,GROTO.Sel2701a.Sel2032.001.2.55,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA0SPDC1,Flt,GROTO.Sel2701a.Sel2032.001.2.53,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA0XCBR1,Chrg,GROTO.Sel2701a.Sel2032.001.2.59,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA0XCBR1,Pos,GROTO.Sel2701a.Sel2032.001.2.50,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA1LLN0,ComAlm,GROTO.Sel2701a.Sel2032.001.2.70,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA1LLN0,LocKeyLoc,GROTO.Sel2701a.Sel2032.001.2.69,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA1LPHD,ComAlm,GROTO.Sel2701a.Sel2032.001.2.72,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA1PTRC1,Tr,GROTO.Sel2701a.Sel2032.001.2.73,11,1,1,3000,0,,,,
GROTO.ST.HRC1.QA1PTRC1,TrFlt,GROTO.Sel2701a.Sel2032.001.2.71,11,1,1,3000,0,,,,
